theta,gen,true_prior,mean_total_nll_per_adult,num_adults,num_adult_trials,mean_nll_per_trial
"(9,1)",0.4,0.02,27.41000280781924,20,149,3.679195007760972
"(9,1)",0.5,0.02,20.748097806028987,20,149,2.7849795712790586
"(9,1)",0.6,0.02,38.94776852459176,20,149,5.227888392562653
"(9,1)",0.7,0.02,48.767364657978234,20,149,6.545954987648085
"(9,1)",0.8,0.02,47.20360242280107,20,149,6.336054016483365
"(9,1)",0.9,0.02,50.47231029132626,20,149,6.7748067505135925
"(15,1)",0.1,0.02,50.93295282539697,20,149,6.836637963140532
"(15,1)",0.2,0.02,40.955086626348205,20,149,5.497327063939356
"(15,1)",0.3,0.02,33.55789357217878,20,149,4.504415244587755
"(15,1)",0.4,0.02,27.31647216494203,20,149,3.6666405590526217
"(15,1)",0.5,0.02,27.82108565826228,20,149,3.7343739138607086
"(15,1)",0.6,0.02,39.494757513196944,20,149,5.301309733315026
"(15,1)",0.7,0.02,46.83356507740964,20,149,6.286384574148945
"(15,1)",0.8,0.02,48.25975591066075,20,149,6.477819585323591
"(15,1)",0.9,0.02,28.683347220281952,20,149,3.850113720843215
"(19,1)",0.1,0.02,23.466785419880615,20,149,3.149904083205452
"(19,1)",0.2,0.02,27.132864225500633,20,149,3.6419951980537766
"(19,1)",0.3,0.02,24.41673859335372,20,149,3.2774145762890896
"(19,1)",0.4,0.02,21.767130230893315,20,149,2.921762447099774
"(19,1)",0.5,0.02,40.389545327373824,20,149,5.4214154801844066
"(19,1)",0.6,0.02,39.89668837714189,20,149,5.355260184851261
"(19,1)",0.7,0.02,27.80882011846372,20,149,3.7327275326796943
"(19,1)",0.8,0.02,45.965399532725854,20,149,6.169852286271927
"(19,1)",0.9,0.02,28.402745283121636,20,149,3.8124490312914947
